Beta-carotene
5/1/2025 7:19:19 PM
Wavelength (nm)	10mm Absorbance
688.0	-0.027
688.5	-0.027
689.0	-0.027
689.5	-0.026
690.0	-0.026
690.5	-0.026
691.0	-0.026
691.5	-0.026
692.0	-0.026
692.5	-0.027
693.0	-0.027
693.5	-0.027
694.0	-0.027
694.5	-0.026
695.0	-0.026
695.5	-0.026
696.0	-0.025
696.5	-0.026
697.0	-0.026
697.5	-0.026
698.0	-0.026
698.5	-0.026
699.0	-0.026
699.5	-0.026
700.0	-0.025
700.5	-0.026
701.0	-0.026
701.5	-0.026
702.0	-0.026
702.5	-0.026
703.0	-0.026
703.5	-0.026
704.0	-0.026
704.5	-0.026
705.0	-0.026
705.5	-0.026
706.0	-0.026
706.5	-0.026
707.0	-0.026
707.5	-0.025
708.0	-0.025
708.5	-0.026
709.0	-0.026
709.5	-0.027
710.0	-0.026
710.5	-0.026
711.0	-0.027
711.5	-0.027
712.0	-0.027
712.5	-0.027
713.0	-0.027
713.5	-0.027
714.0	-0.027
714.5	-0.027
715.0	-0.027
715.5	-0.027
716.0	-0.028
716.5	-0.029
717.0	-0.029
717.5	-0.029
718.0	-0.029
718.5	-0.028
719.0	-0.027
719.5	-0.026
720.0	-0.026
720.5	-0.026
721.0	-0.026
721.5	-0.027
722.0	-0.026
722.5	-0.027
723.0	-0.027
723.5	-0.027
724.0	-0.027
724.5	-0.026
725.0	-0.026
725.5	-0.027
726.0	-0.027
726.5	-0.027
727.0	-0.027
727.5	-0.027
728.0	-0.027
728.5	-0.027
729.0	-0.027
729.5	-0.027
730.0	-0.027
730.5	-0.027
731.0	-0.028
731.5	-0.028
732.0	-0.028
732.5	-0.028
733.0	-0.029
733.5	-0.029
734.0	-0.029
734.5	-0.029
735.0	-0.029
735.5	-0.028
736.0	-0.027
736.5	-0.027
737.0	-0.026
737.5	-0.027
738.0	-0.027
738.5	-0.027
739.0	-0.026
739.5	-0.027
740.0	-0.027
740.5	-0.027
741.0	-0.027
741.5	-0.028
742.0	-0.029
742.5	-0.030
743.0	-0.030
743.5	-0.030
744.0	-0.029
744.5	-0.028
745.0	-0.028
745.5	-0.028
746.0	-0.028
746.5	-0.028
747.0	-0.028
747.5	-0.028
748.0	-0.028
748.5	-0.028
749.0	-0.028
749.5	-0.028
750.0	-0.028
750.5	-0.028
751.0	-0.028
751.5	-0.028
752.0	-0.028
752.5	-0.028
753.0	-0.027
753.5	-0.028
754.0	-0.028
754.5	-0.029
755.0	-0.030
755.5	-0.030
756.0	-0.030
756.5	-0.030
757.0	-0.029
757.5	-0.028
758.0	-0.027
758.5	-0.026
759.0	-0.026
759.5	-0.025
760.0	-0.026
760.5	-0.027
761.0	-0.027
761.5	-0.028
762.0	-0.028
762.5	-0.028
763.0	-0.028
763.5	-0.027
764.0	-0.026
764.5	-0.026
765.0	-0.026
765.5	-0.026
766.0	-0.025
766.5	-0.025
767.0	-0.025
767.5	-0.025
768.0	-0.025
768.5	-0.026
769.0	-0.026
769.5	-0.027
770.0	-0.027
770.5	-0.027
771.0	-0.028
771.5	-0.028
772.0	-0.028
772.5	-0.028
773.0	-0.029
773.5	-0.029
774.0	-0.028
774.5	-0.028
775.0	-0.027
775.5	-0.027
776.0	-0.028
776.5	-0.028
777.0	-0.028
777.5	-0.029
778.0	-0.030
778.5	-0.030
779.0	-0.029
779.5	-0.028
780.0	-0.028
780.5	-0.027
781.0	-0.027
781.5	-0.027
782.0	-0.027
782.5	-0.027
783.0	-0.028
783.5	-0.027
784.0	-0.026
784.5	-0.027
785.0	-0.027
785.5	-0.027
786.0	-0.028
786.5	-0.028
787.0	-0.028
787.5	-0.028
788.0	-0.028
788.5	-0.028
789.0	-0.028
789.5	-0.029
790.0	-0.028
790.5	-0.029
791.0	-0.030
791.5	-0.030
792.0	-0.029
792.5	-0.029
793.0	-0.028
793.5	-0.027
794.0	-0.026
794.5	-0.025
795.0	-0.024
795.5	-0.025
796.0	-0.026
796.5	-0.027
797.0	-0.029
797.5	-0.030
798.0	-0.029
798.5	-0.029
799.0	-0.028
799.5	-0.028
800.0	-0.027
800.5	-0.027
801.0	-0.027
801.5	-0.027
802.0	-0.028
802.5	-0.029
803.0	-0.029
803.5	-0.029
804.0	-0.029
804.5	-0.030
805.0	-0.029
805.5	-0.030
806.0	-0.030
806.5	-0.030
807.0	-0.029
807.5	-0.028
808.0	-0.027
808.5	-0.028
809.0	-0.027
809.5	-0.027
810.0	-0.026
810.5	-0.026
811.0	-0.026
811.5	-0.028
812.0	-0.028
812.5	-0.028
813.0	-0.028
813.5	-0.029
814.0	-0.030
814.5	-0.029
815.0	-0.028
815.5	-0.027
816.0	-0.027
816.5	-0.028
817.0	-0.028
817.5	-0.027
818.0	-0.027
818.5	-0.027
819.0	-0.026
819.5	-0.025
820.0	-0.025
820.5	-0.026
821.0	-0.028
821.5	-0.029
822.0	-0.030
822.5	-0.031
823.0	-0.031
823.5	-0.031
824.0	-0.031
824.5	-0.031
825.0	-0.031
825.5	-0.030
826.0	-0.030
826.5	-0.030
827.0	-0.030
827.5	-0.030
828.0	-0.031
828.5	-0.031
829.0	-0.031
829.5	-0.030
830.0	-0.030
830.5	-0.030
831.0	-0.030
831.5	-0.029
832.0	-0.029
832.5	-0.029
833.0	-0.028
833.5	-0.028
834.0	-0.028
834.5	-0.028
835.0	-0.029
835.5	-0.031
836.0	-0.031
836.5	-0.031
837.0	-0.031
837.5	-0.030
838.0	-0.030
838.5	-0.029
839.0	-0.029
839.5	-0.028
840.0	-0.028
840.5	-0.029
841.0	-0.029
841.5	-0.028
842.0	-0.027
842.5	-0.026
843.0	-0.025
843.5	-0.025
844.0	-0.026
844.5	-0.025
845.0	-0.026
845.5	-0.027
846.0	-0.028
846.5	-0.027
847.0	-0.027
847.5	-0.026
848.0	-0.025
848.5	-0.026
849.0	-0.027
849.5	-0.027
850.0	-0.027

